gameid,winning_team_champions,losing_team_champions
ESPORTSTMNT03_3197918,"[1, 7, 155, 107, 38]","[32, 87, 53, 60, 96]"
ESPORTSTMNT03_3197985,"[12, 68, 53, 60, 38]","[43, 2, 8, 9, 96]"
ESPORTSTMNT03_3197994,"[133, 6, 48, 24, 51]","[32, 72, 71, 37, 41]"
ESPORTSTMNT03_3198004,"[1, 6, 36, 4, 41]","[12, 72, 71, 24, 51]"
ESPORTSTMNT03_3198021,"[70, 6, 71, 79, 161]","[1, 68, 48, 24, 96]"
ESPORTSTMNT03_3198151,"[133, 96, 48, 24, 100]","[1, 91, 89, 60, 38]"
ESPORTSTMNT03_3198171,"[103, 91, 156, 79, 38]","[133, 72, 71, 24, 47]"
ESPORTSTMNT03_3198183,"[1, 6, 44, 4, 90]","[110, 72, 63, 99, 51]"
ESPORTSTMNT03_3198185,"[2, 7, 60, 75, 51]","[70, 91, 36, 135, 35]"
ESPORTSTMNT03_3198196,"[122, 96, 71, 75, 161]","[48, 6, 155, 37, 90]"
ESPORTSTMNT03_3198199,"[148, 6, 104, 37, 90]","[133, 7, 155, 75, 51]"
ESPORTSTMNT03_3198206,"[1, 6, 119, 37, 96]","[88, 2, 81, 75, 90]"
ESPORTSTMNT03_3198239,"[1, 18, 36, 69, 38]","[133, 51, 48, 24, 54]"
ESPORTSTMNT03_3198258,"[43, 87, 36, 69, 38]","[12, 18, 53, 4, 96]"
ESPORTSTMNT03_3198261,"[12, 7, 156, 9, 51]","[43, 85, 36, 37, 100]"
ESPORTSTMNT03_3198268,"[55, 7, 71, 37, 96]","[43, 2, 8, 9, 90]"
ESPORTSTMNT03_3198271,"[78, 96, 48, 24, 90]","[133, 126, 99, 69, 51]"
ESPORTSTMNT03_3198279,"[43, 18, 71, 9, 96]","[55, 72, 81, 75, 90]"
ESPORTSTMNT03_3198292,"[12, 72, 99, 60, 100]","[122, 51, 48, 24, 96]"
ESPORTSTMNT03_3198294,"[27, 6, 42, 30, 51]","[133, 50, 71, 60, 96]"
ESPORTSTMNT03_3198296,"[55, 126, 99, 135, 96]","[49, 6, 48, 113, 90]"
ESPORTSTMNT03_3198298,"[12, 73, 155, 37, 41]","[133, 72, 48, 75, 38]"
ESPORTSTMNT03_3198299,"[82, 6, 43, 37, 90]","[159, 72, 48, 24, 67]"
ESPORTSTMNT03_3198454,"[17, 7, 77, 75, 100]","[43, 87, 36, 37, 41]"
ESPORTSTMNT03_3198513,"[47, 72, 48, 37, 51]","[1, 6, 44, 9, 96]"
ESPORTSTMNT03_3198515,"[43, 85, 155, 69, 51]","[1, 6, 48, 57, 100]"
ESPORTSTMNT03_3198544,"[88, 68, 48, 4, 96]","[78, 2, 36, 75, 51]"
ESPORTSTMNT03_3198546,"[70, 6, 8, 75, 96]","[2, 103, 81, 37, 51]"
ESPORTSTMNT03_3198553,"[110, 72, 130, 60, 51]","[43, 6, 44, 9, 90]"
ESPORTSTMNT03_3198592,"[2, 72, 48, 37, 100]","[1, 157, 58, 60, 96]"
ESPORTSTMNT03_3198611,"[110, 73, 44, 42, 51]","[82, 6, 27, 37, 96]"
ESPORTSTMNT03_3198612,"[12, 6, 44, 113, 96]","[43, 72, 99, 37, 100]"
ESPORTSTMNT03_3198621,"[32, 6, 99, 76, 86]","[1, 72, 48, 75, 96]"
ESPORTSTMNT03_3198622,"[140, 72, 48, 37, 96]","[43, 6, 156, 60, 38]"
ESPORTSTMNT03_3198623,"[12, 6, 155, 37, 90]","[97, 96, 48, 60, 51]"
ESPORTSTMNT03_3198727,"[43, 68, 99, 79, 90]","[58, 6, 104, 37, 96]"
ESPORTSTMNT03_3198737,"[43, 6, 155, 37, 96]","[47, 68, 99, 4, 90]"
ESPORTSTMNT03_3198740,"[12, 72, 71, 37, 90]","[43, 126, 99, 9, 38]"
ESPORTSTMNT03_3198741,"[43, 6, 98, 4, 96]","[55, 126, 71, 37, 38]"
ESPORTSTMNT03_3198743,"[2, 146, 99, 94, 41]","[58, 42, 156, 73, 51]"
ESPORTSTMNT03_3198744,"[110, 109, 99, 37, 161]","[1, 2, 47, 4, 76]"
ESPORTSTMNT03_3199067,"[43, 96, 156, 9, 51]","[133, 72, 48, 24, 100]"
ESPORTSTMNT03_3199084,"[43, 6, 155, 135, 38]","[12, 68, 99, 60, 51]"
ESPORTSTMNT03_3199113,"[19, 6, 48, 99, 90]","[133, 2, 71, 95, 96]"
ESPORTSTMNT03_3199115,"[43, 6, 99, 4, 72]","[12, 51, 71, 60, 38]"
ESPORTSTMNT03_3199117,"[43, 6, 44, 74, 101]","[78, 66, 99, 79, 96]"
ESPORTSTMNT03_3199118,"[1, 7, 156, 75, 96]","[43, 68, 48, 37, 51]"
ESPORTSTMNT03_3199128,"[43, 6, 29, 69, 38]","[78, 87, 71, 37, 96]"
ESPORTSTMNT03_3199143,"[12, 6, 149, 37, 96]","[32, 72, 99, 24, 38]"
ESPORTSTMNT03_3199172,"[78, 6, 27, 4, 96]","[43, 126, 81, 99, 38]"
ESPORTSTMNT03_3199178,"[133, 103, 130, 37, 51]","[2, 6, 104, 24, 90]"
ESPORTSTMNT03_3199206,"[43, 87, 155, 9, 38]","[1, 96, 156, 37, 51]"
ESPORTSTMNT03_3199211,"[12, 146, 155, 37, 96]","[43, 126, 48, 60, 38]"
ESPORTSTMNT03_3199224,"[47, 2, 99, 15, 161]","[55, 7, 71, 24, 96]"
ESPORTSTMNT03_3199241,"[27, 72, 81, 99, 90]","[12, 6, 57, 37, 96]"
ESPORTSTMNT03_3199250,"[43, 72, 48, 42, 51]","[55, 126, 15, 24, 96]"
ESPORTSTMNT03_3199251,"[1, 2, 71, 24, 38]","[43, 68, 36, 79, 96]"
ESPORTSTMNT03_3199274,"[32, 72, 130, 42, 38]","[1, 6, 19, 60, 90]"
ESPORTSTMNT03_3199427,"[1, 146, 156, 75, 96]","[133, 2, 99, 24, 38]"
ESPORTSTMNT03_3199497,"[1, 91, 36, 99, 96]","[43, 7, 155, 4, 61]"
ESPORTSTMNT03_3199520,"[2, 72, 60, 37, 90]","[17, 6, 99, 94, 51]"
ESPORTSTMNT03_3199525,"[12, 72, 71, 4, 51]","[1, 21, 48, 37, 90]"
ESPORTSTMNT03_3199526,"[82, 72, 53, 74, 90]","[43, 6, 119, 37, 51]"
ESPORTSTMNT03_3199528,"[58, 47, 27, 95, 51]","[110, 2, 53, 69, 90]"
ESPORTSTMNT03_3199553,"[12, 72, 36, 9, 51]","[43, 85, 48, 37, 96]"
ESPORTSTMNT03_3199562,"[47, 2, 99, 60, 96]","[32, 91, 8, 9, 38]"
ESPORTSTMNT03_3199703,"[110, 68, 99, 9, 96]","[43, 6, 155, 37, 90]"
ESPORTSTMNT03_3200068,"[43, 7, 71, 75, 51]","[12, 91, 36, 60, 41]"
ESPORTSTMNT03_3200082,"[133, 6, 99, 37, 90]","[1, 7, 155, 4, 96]"
ESPORTSTMNT03_3200156,"[47, 62, 36, 37, 161]","[17, 7, 155, 75, 96]"
ESPORTSTMNT03_3200165,"[17, 23, 119, 37, 90]","[2, 21, 99, 57, 100]"
ESPORTSTMNT03_3200168,"[110, 103, 8, 60, 51]","[2, 123, 36, 79, 38]"
ESPORTSTMNT03_3200187,"[43, 6, 156, 37, 72]","[55, 87, 155, 60, 96]"
ESPORTSTMNT03_3200201,"[55, 7, 29, 37, 90]","[133, 2, 53, 24, 61]"
ESPORTSTMNT03_3200202,"[43, 2, 44, 60, 96]","[110, 91, 53, 37, 41]"
ESPORTSTMNT03_3200209,"[1, 6, 71, 9, 51]","[133, 2, 53, 37, 90]"
ESPORTSTMNT03_3200222,"[17, 2, 81, 4, 90]","[110, 21, 99, 95, 96]"
ESPORTSTMNT03_3200244,"[133, 6, 99, 112, 96]","[78, 72, 48, 24, 100]"
ESPORTSTMNT03_3200436,"[2, 72, 48, 37, 38]","[27, 62, 82, 99, 90]"
ESPORTSTMNT03_3200445,"[133, 6, 99, 79, 38]","[39, 87, 48, 24, 96]"
ESPORTSTMNT03_3200454,"[70, 2, 155, 9, 38]","[1, 146, 36, 60, 96]"
ESPORTSTMNT03_3200515,"[43, 6, 36, 9, 90]","[12, 18, 89, 37, 96]"
ESPORTSTMNT03_3200532,"[133, 7, 156, 15, 161]","[1, 91, 155, 60, 96]"
ESPORTSTMNT03_3200536,"[22, 6, 8, 99, 51]","[2, 72, 71, 60, 90]"
ESPORTSTMNT03_3200539,"[2, 18, 156, 37, 90]","[43, 6, 81, 99, 96]"
ESPORTSTMNT03_3200543,"[43, 126, 53, 60, 38]","[1, 72, 44, 37, 100]"
ESPORTSTMNT03_3200575,"[1, 6, 155, 9, 31]","[43, 68, 48, 42, 41]"
ESPORTSTMNT03_3200582,"[1, 2, 156, 37, 96]","[43, 7, 8, 9, 38]"
ESPORTSTMNT03_3200605,"[2, 68, 156, 37, 90]","[43, 6, 48, 109, 38]"
ESPORTSTMNT03_3200607,"[43, 72, 156, 60, 90]","[12, 6, 53, 75, 96]"
ESPORTSTMNT03_3200609,"[43, 72, 99, 4, 41]","[1, 13, 40, 37, 90]"
ESPORTSTMNT03_3200613,"[58, 18, 44, 95, 90]","[26, 72, 27, 118, 42]"
ESPORTSTMNT03_3200614,"[47, 6, 104, 60, 96]","[1, 72, 42, 79, 161]"
ESPORTSTMNT03_3200621,"[43, 2, 71, 37, 90]","[17, 7, 53, 24, 51]"
ESPORTSTMNT03_3200718,"[12, 72, 71, 75, 51]","[2, 153, 99, 37, 90]"
ESPORTSTMNT03_3200722,"[137, 62, 36, 37, 38]","[12, 47, 99, 30, 96]"
ESPORTSTMNT03_3201741,"[26, 7, 155, 60, 51]","[58, 62, 48, 9, 100]"
ESPORTSTMNT03_3201745,"[123, 23, 71, 65, 54]","[110, 62, 42, 37, 90]"
ESPORTSTMNT03_3201894,"[137, 50, 156, 75, 96]","[26, 7, 116, 60, 51]"
ESPORTSTMNT03_3201958,"[140, 123, 71, 69, 51]","[43, 6, 99, 9, 38]"
ESPORTSTMNT03_3201960,"[12, 91, 71, 69, 80]","[55, 3, 27, 79, 54]"
ESPORTSTMNT03_3201992,"[72, 68, 27, 65, 47]","[43, 2, 44, 94, 96]"
ESPORTSTMNT03_3202711,"[88, 123, 71, 135, 35]","[156, 2, 42, 20, 51]"
ESPORTSTMNT03_3202780,"[39, 72, 48, 9, 41]","[43, 68, 99, 4, 90]"
ESPORTSTMNT03_3202876,"[12, 18, 156, 37, 90]","[137, 7, 8, 75, 51]"
ESPORTSTMNT03_3202951,"[1, 72, 48, 65, 90]","[133, 62, 53, 37, 96]"
ESPORTSTMNT03_3202953,"[39, 73, 5, 37, 38]","[88, 6, 71, 69, 80]"
ESPORTSTMNT03_3203746,"[159, 72, 53, 37, 90]","[43, 126, 119, 9, 96]"
ESPORTSTMNT03_3203809,"[97, 72, 15, 37, 51]","[1, 126, 48, 9, 100]"
ESPORTSTMNT03_3203892,"[70, 2, 48, 60, 96]","[55, 91, 155, 37, 90]"
ESPORTSTMNT03_3203901,"[17, 126, 48, 60, 96]","[43, 6, 44, 9, 51]"
ESPORTSTMNT03_3203904,"[72, 7, 8, 75, 100]","[26, 68, 99, 79, 51]"
ESPORTSTMNT03_3203979,"[82, 7, 156, 37, 90]","[43, 6, 8, 9, 96]"
ESPORTSTMNT03_3204012,"[72, 146, 42, 65, 47]","[22, 91, 71, 37, 96]"
ESPORTSTMNT03_3204014,"[66, 96, 71, 65, 100]","[58, 91, 52, 9, 51]"
ESPORTSTMNT03_3204041,"[110, 62, 53, 75, 96]","[133, 91, 27, 20, 162]"
ESPORTSTMNT03_3205021,"[110, 96, 42, 65, 38]","[17, 123, 71, 95, 51]"
ESPORTSTMNT03_3206011,"[55, 147, 8, 65, 96]","[43, 126, 99, 42, 38]"
ESPORTSTMNT03_3212388,"[133, 62, 53, 9, 38]","[17, 87, 71, 60, 51]"
ESPORTSTMNT03_3212398,"[133, 91, 89, 9, 96]","[48, 132, 19, 60, 51]"
ESPORTSTMNT03_3212547,"[43, 7, 71, 37, 38]","[1, 162, 89, 9, 96]"
ESPORTSTMNT03_3212719,"[43, 6, 89, 65, 114]","[2, 164, 71, 60, 41]"
ESPORTSTMNT03_3212726,"[17, 87, 3, 30, 96]","[55, 7, 89, 60, 64]"
ESPORTSTMNT03_3212730,"[12, 62, 89, 60, 38]","[78, 3, 119, 37, 96]"
ESPORTSTMNT03_3212751,"[12, 13, 89, 95, 38]","[58, 160, 121, 4, 100]"
ESPORTSTMNT03_3212754,"[1, 96, 89, 37, 90]","[82, 7, 134, 60, 35]"
ESPORTSTMNT03_3212755,"[12, 66, 89, 79, 90]","[17, 91, 40, 4, 41]"
ESPORTSTMNT03_3212760,"[55, 18, 71, 37, 90]","[43, 96, 29, 60, 100]"
ESPORTSTMNT03_3212762,"[17, 13, 53, 95, 38]","[55, 91, 77, 37, 90]"
ESPORTSTMNT03_3212763,"[137, 47, 27, 95, 96]","[82, 93, 89, 60, 51]"
ESPORTSTMNT03_3212764,"[137, 47, 27, 95, 96]","[82, 93, 89, 60, 51]"
ESPORTSTMNT03_3212770,"[82, 6, 44, 95, 96]","[17, 13, 53, 20, 61]"
ESPORTSTMNT03_3212773,"[43, 13, 8, 37, 90]","[88, 126, 19, 4, 61]"
ESPORTSTMNT03_3212775,"[43, 13, 8, 37, 90]","[88, 126, 19, 4, 61]"
ESPORTSTMNT03_3212777,"[2, 160, 129, 4, 38]","[39, 7, 53, 60, 61]"
ESPORTSTMNT03_3213686,"[140, 97, 8, 4, 96]","[43, 72, 89, 74, 21]"
ESPORTSTMNT03_3213693,"[55, 72, 89, 37, 80]","[145, 50, 46, 60, 41]"
ESPORTSTMNT03_3213697,"[55, 13, 8, 95, 5]","[110, 7, 89, 9, 100]"
ESPORTSTMNT03_3213701,"[12, 3, 99, 37, 114]","[43, 6, 89, 4, 100]"
ESPORTSTMNT03_3213706,"[88, 126, 71, 99, 38]","[123, 91, 89, 28, 51]"
ESPORTSTMNT03_3213720,"[43, 17, 8, 69, 96]","[55, 2, 89, 24, 38]"
ESPORTSTMNT03_3213721,"[66, 72, 53, 4, 41]","[70, 58, 89, 69, 5]"
ESPORTSTMNT03_3213723,"[12, 92, 3, 4, 100]","[122, 62, 89, 60, 51]"
ESPORTSTMNT03_3213734,"[88, 72, 48, 4, 64]","[43, 6, 8, 30, 25]"
ESPORTSTMNT03_3213740,"[43, 13, 8, 37, 90]","[88, 126, 19, 4, 61]"
ESPORTSTMNT03_3213741,"[43, 3, 48, 4, 51]","[49, 6, 156, 79, 161]"
ESPORTSTMNT03_3213743,"[82, 6, 44, 95, 96]","[17, 13, 53, 20, 61]"
ESPORTSTMNT03_3214346,"[70, 2, 71, 60, 90]","[56, 109, 99, 37, 96]"
ESPORTSTMNT03_3214350,"[1, 23, 8, 69, 90]","[56, 6, 115, 60, 51]"
ESPORTSTMNT03_3214499,"[26, 68, 89, 9, 96]","[12, 85, 19, 37, 38]"
ESPORTSTMNT03_3214515,"[1, 23, 89, 4, 96]","[43, 87, 71, 37, 38]"
ESPORTSTMNT03_3214527,"[1, 85, 129, 20, 51]","[110, 73, 5, 28, 153]"
ESPORTSTMNT03_3214537,"[58, 33, 115, 60, 41]","[110, 2, 36, 24, 54]"
ESPORTSTMNT03_3214692,"[1, 72, 44, 4, 114]","[55, 154, 53, 79, 51]"
ESPORTSTMNT03_3214697,"[55, 18, 71, 37, 90]","[43, 96, 29, 60, 100]"
ESPORTSTMNT03_3214699,"[82, 72, 48, 60, 80]","[56, 109, 99, 79, 100]"
ESPORTSTMNT03_3214700,"[55, 18, 71, 37, 90]","[43, 96, 29, 60, 100]"
ESPORTSTMNT03_3214705,"[55, 13, 89, 95, 114]","[17, 87, 8, 37, 90]"
ESPORTSTMNT03_3214707,"[6, 93, 71, 60, 51]","[32, 13, 8, 4, 80]"
ESPORTSTMNT03_3214712,"[12, 62, 98, 37, 90]","[1, 72, 42, 60, 38]"
ESPORTSTMNT03_3215087,"[137, 156, 27, 95, 100]","[110, 96, 53, 60, 38]"
ESPORTSTMNT03_3215093,"[22, 62, 42, 79, 31]","[19, 87, 89, 113, 16]"
ESPORTSTMNT03_3215097,"[26, 62, 42, 24, 61]","[109, 128, 99, 78, 76]"
ESPORTSTMNT03_3215106,"[123, 72, 156, 4, 41]","[22, 91, 42, 37, 38]"
ESPORTSTMNT03_3215111,"[70, 66, 44, 79, 96]","[26, 62, 3, 60, 38]"
ESPORTSTMNT03_3215577,"[133, 13, 8, 37, 114]","[120, 72, 53, 4, 51]"
ESPORTSTMNT03_3215608,"[12, 87, 3, 9, 90]","[26, 62, 59, 4, 51]"
ESPORTSTMNT03_3215729,"[133, 91, 89, 37, 90]","[110, 7, 8, 79, 51]"
ESPORTSTMNT03_3215749,"[47, 66, 48, 75, 38]","[12, 13, 82, 60, 96]"
ESPORTSTMNT03_3215944,"[2, 7, 8, 79, 100]","[17, 91, 89, 74, 38]"
ESPORTSTMNT03_3216055,"[133, 2, 29, 37, 96]","[88, 62, 71, 79, 100]"
ESPORTSTMNT03_3216075,"[1, 6, 44, 60, 101]","[138, 72, 8, 24, 100]"
ESPORTSTMNT03_3216077,"[58, 62, 8, 37, 114]","[55, 7, 71, 60, 96]"
ESPORTSTMNT03_3216078,"[82, 164, 108, 95, 51]","[22, 72, 71, 99, 61]"
ESPORTSTMNT03_3216086,"[110, 7, 8, 60, 51]","[1, 3, 99, 57, 100]"
ESPORTSTMNT03_3216087,"[123, 72, 156, 4, 41]","[22, 91, 42, 37, 38]"
ESPORTSTMNT03_3216561,"[120, 62, 44, 79, 161]","[133, 13, 53, 69, 100]"
ESPORTSTMNT03_3216575,"[12, 87, 71, 37, 90]","[58, 62, 89, 9, 96]"
ESPORTSTMNT03_3216661,"[43, 18, 3, 60, 51]","[12, 68, 44, 37, 90]"
ESPORTSTMNT03_3216686,"[12, 13, 8, 60, 114]","[43, 2, 89, 4, 51]"
ESPORTSTMNT03_3216872,"[55, 7, 8, 37, 51]","[12, 91, 89, 60, 41]"
ESPORTSTMNT03_3216877,"[1, 72, 48, 69, 38]","[12, 44, 156, 24, 96]"
ESPORTSTMNT03_3216881,"[135, 146, 77, 15, 161]","[22, 147, 53, 37, 90]"
ESPORTSTMNT03_3216888,"[48, 6, 89, 79, 25]","[12, 87, 8, 75, 96]"
ESPORTSTMNT03_3216935,"[43, 72, 89, 20, 25]","[48, 96, 71, 24, 38]"
ESPORTSTMNT03_3216952,"[133, 2, 71, 60, 41]","[55, 3, 48, 74, 38]"
ESPORTSTMNT03_3216971,"[1, 62, 71, 37, 90]","[43, 3, 48, 4, 96]"
ESPORTSTMNT03_3217024,"[43, 146, 156, 9, 96]","[55, 160, 99, 79, 2]"
ESPORTSTMNT03_3217027,"[58, 62, 89, 65, 100]","[123, 7, 94, 24, 38]"
ESPORTSTMNT03_3217032,"[49, 23, 8, 79, 96]","[48, 72, 3, 69, 38]"
ESPORTSTMNT03_3217042,"[12, 2, 8, 79, 114]","[58, 62, 53, 37, 61]"
ESPORTSTMNT03_3217044,"[55, 164, 3, 60, 51]","[6, 93, 40, 37, 90]"
ESPORTSTMNT03_3217058,"[32, 146, 42, 60, 51]","[58, 91, 46, 4, 96]"
ESPORTSTMNT03_3217059,"[32, 146, 42, 60, 51]","[58, 91, 46, 4, 96]"
ESPORTSTMNT03_3217060,"[43, 87, 3, 37, 41]","[55, 146, 156, 60, 51]"
ESPORTSTMNT03_3217061,"[78, 91, 121, 79, 51]","[123, 7, 89, 37, 38]"
ESPORTSTMNT03_3217062,"[78, 91, 121, 79, 51]","[123, 7, 89, 37, 38]"
ESPORTSTMNT03_3217523,"[133, 2, 53, 37, 101]","[1, 62, 3, 42, 41]"
ESPORTSTMNT03_3217643,"[133, 62, 8, 69, 100]","[55, 13, 89, 60, 51]"
ESPORTSTMNT03_3217652,"[133, 147, 36, 79, 96]","[115, 91, 89, 4, 38]"
ESPORTSTMNT03_3217855,"[133, 6, 48, 60, 96]","[12, 72, 156, 37, 90]"
ESPORTSTMNT03_3217922,"[12, 18, 53, 60, 38]","[1, 87, 156, 37, 67]"
ESPORTSTMNT03_3217931,"[55, 62, 53, 60, 38]","[122, 18, 108, 37, 90]"
ESPORTSTMNT03_3218003,"[1, 3, 12, 37, 38]","[17, 62, 8, 4, 90]"
ESPORTSTMNT03_3219025,"[12, 72, 48, 37, 96]","[22, 33, 3, 60, 90]"
ESPORTSTMNT03_3219136,"[78, 93, 77, 37, 96]","[43, 18, 71, 60, 38]"
ESPORTSTMNT03_3219275,"[1, 18, 156, 74, 38]","[43, 72, 44, 75, 25]"
ESPORTSTMNT03_3219280,"[43, 72, 71, 74, 25]","[1, 123, 12, 60, 90]"
ESPORTSTMNT03_3219283,"[12, 96, 3, 60, 38]","[1, 18, 8, 37, 90]"
ESPORTSTMNT03_3219284,"[12, 62, 53, 37, 90]","[1, 6, 3, 60, 38]"
ESPORTSTMNT03_3219298,"[43, 68, 8, 117, 106]","[22, 72, 27, 37, 90]"
ESPORTSTMNT03_3219305,"[12, 18, 89, 9, 31]","[26, 87, 29, 60, 38]"
ESPORTSTMNT03_3219312,"[133, 62, 89, 74, 51]","[78, 18, 81, 20, 25]"
ESPORTSTMNT03_3219315,"[12, 72, 48, 9, 38]","[43, 18, 53, 60, 96]"
ESPORTSTMNT03_3219318,"[22, 23, 156, 60, 90]","[12, 18, 53, 99, 51]"
ESPORTSTMNT03_3219326,"[22, 96, 29, 37, 90]","[12, 72, 3, 15, 51]"
ESPORTSTMNT03_3219433,"[133, 96, 99, 75, 38]","[115, 72, 48, 60, 41]"
ESPORTSTMNT03_3219447,"[78, 23, 71, 37, 90]","[12, 18, 89, 60, 51]"
ESPORTSTMNT03_3219448,"[48, 72, 44, 60, 96]","[133, 62, 3, 107, 38]"
ESPORTSTMNT03_3219457,"[17, 72, 48, 37, 100]","[12, 33, 89, 20, 51]"
ESPORTSTMNT03_3219459,"[43, 96, 71, 60, 51]","[12, 18, 29, 69, 38]"
ESPORTSTMNT03_3219546,"[43, 73, 156, 37, 90]","[49, 18, 8, 20, 25]"
ESPORTSTMNT03_3219613,"[43, 62, 89, 20, 51]","[55, 23, 8, 4, 90]"
ESPORTSTMNT03_3219630,"[22, 2, 89, 99, 96]","[88, 68, 8, 69, 90]"
ESPORTSTMNT03_3219770,"[1, 50, 89, 37, 90]","[32, 87, 8, 60, 51]"
ESPORTSTMNT03_3219774,"[43, 68, 89, 135, 90]","[1, 62, 29, 60, 77]"
ESPORTSTMNT03_3219882,"[6, 93, 89, 37, 90]","[55, 91, 8, 106, 94]"
ESPORTSTMNT03_3219890,"[48, 126, 71, 9, 96]","[82, 7, 42, 60, 51]"
ESPORTSTMNT03_3219949,"[22, 96, 53, 74, 25]","[12, 18, 44, 79, 38]"
ESPORTSTMNT03_3219993,"[116, 72, 48, 65, 114]","[97, 109, 53, 37, 96]"
ESPORTSTMNT03_3219999,"[12, 2, 89, 60, 51]","[17, 23, 8, 4, 90]"
ESPORTSTMNT03_3220077,"[1, 6, 89, 106, 117]","[12, 7, 8, 74, 96]"
ESPORTSTMNT03_3220092,"[1, 87, 71, 99, 38]","[43, 6, 8, 60, 90]"
ESPORTSTMNT03_3220115,"[43, 96, 71, 37, 51]","[12, 6, 48, 60, 90]"
ESPORTSTMNT03_3220119,"[133, 146, 29, 37, 90]","[22, 62, 89, 60, 38]"
ESPORTSTMNT03_3220154,"[43, 6, 89, 37, 38]","[1, 62, 71, 42, 41]"
ESPORTSTMNT03_3220278,"[17, 72, 48, 75, 90]","[12, 18, 3, 60, 38]"
ESPORTSTMNT03_3220285,"[12, 3, 119, 74, 38]","[78, 62, 53, 20, 114]"
ESPORTSTMNT03_3220295,"[78, 96, 71, 60, 90]","[12, 62, 89, 20, 79]"
ESPORTSTMNT03_3220302,"[12, 87, 89, 20, 25]","[43, 6, 29, 60, 96]"
ESPORTSTMNT03_3220393,"[43, 7, 71, 60, 96]","[1, 91, 3, 37, 90]"
ESPORTSTMNT03_3220415,"[1, 6, 89, 60, 90]","[43, 96, 71, 69, 51]"
ESPORTSTMNT03_3220422,"[26, 87, 29, 37, 90]","[12, 62, 89, 4, 5]"
ESPORTSTMNT03_3220442,"[1, 6, 89, 99, 90]","[2, 126, 29, 60, 38]"
ESPORTSTMNT03_3220452,"[12, 7, 156, 60, 51]","[133, 62, 89, 69, 41]"
ESPORTSTMNT03_3220521,"[133, 72, 99, 9, 90]","[12, 62, 89, 75, 114]"
ESPORTSTMNT03_3220544,"[133, 18, 156, 65, 46]","[123, 87, 36, 60, 61]"
ESPORTSTMNT03_3220561,"[133, 87, 71, 75, 38]","[58, 23, 156, 60, 90]"
ESPORTSTMNT03_3220607,"[133, 72, 48, 24, 51]","[12, 23, 8, 37, 90]"
ESPORTSTMNT03_3220610,"[133, 96, 44, 24, 106]","[58, 72, 89, 9, 38]"
ESPORTSTMNT03_3220611,"[43, 7, 89, 109, 72]","[140, 62, 8, 65, 46]"
ESPORTSTMNT03_3220617,"[22, 13, 89, 95, 38]","[78, 66, 8, 37, 35]"
ESPORTSTMNT03_3220618,"[110, 62, 89, 60, 38]","[32, 6, 36, 4, 80]"
ESPORTSTMNT03_3220732,"[55, 91, 89, 74, 96]","[32, 72, 71, 4, 51]"
ESPORTSTMNT03_3220739,"[32, 126, 119, 65, 41]","[55, 13, 89, 37, 38]"
ESPORTSTMNT03_3220740,"[49, 62, 156, 60, 90]","[129, 2, 3, 37, 96]"
ESPORTSTMNT03_3220751,"[43, 93, 53, 37, 90]","[32, 7, 134, 95, 96]"
ESPORTSTMNT03_3220752,"[43, 93, 89, 37, 25]","[55, 62, 121, 60, 90]"
ESPORTSTMNT03_3220755,"[12, 62, 89, 60, 96]","[55, 91, 53, 69, 51]"
ESPORTSTMNT03_3220757,"[78, 72, 71, 74, 90]","[144, 126, 48, 60, 38]"
ESPORTSTMNT03_3220759,"[78, 96, 36, 74, 61]","[1, 93, 42, 65, 25]"
ESPORTSTMNT03_3220899,"[1, 126, 71, 4, 96]","[49, 91, 156, 113, 38]"
ESPORTSTMNT03_3220901,"[22, 2, 89, 60, 90]","[55, 62, 59, 37, 77]"
ESPORTSTMNT03_3220950,"[133, 62, 44, 75, 96]","[1, 6, 36, 37, 38]"
ESPORTSTMNT03_3220979,"[22, 96, 156, 75, 25]","[12, 18, 53, 74, 76]"
ESPORTSTMNT03_3221117,"[27, 96, 89, 37, 90]","[12, 18, 71, 60, 41]"
ESPORTSTMNT03_3221130,"[43, 62, 40, 74, 25]","[22, 18, 3, 60, 61]"
ESPORTSTMNT03_3221227,"[12, 96, 71, 37, 38]","[1, 6, 81, 60, 51]"
ESPORTSTMNT03_3221236,"[1, 7, 71, 37, 51]","[133, 91, 89, 60, 41]"
ESPORTSTMNT03_3221241,"[43, 7, 156, 60, 90]","[1, 18, 40, 15, 38]"
ESPORTSTMNT03_3221242,"[49, 96, 12, 112, 38]","[43, 18, 8, 74, 25]"
ESPORTSTMNT03_3221269,"[17, 7, 40, 37, 90]","[12, 6, 158, 117, 106]"
ESPORTSTMNT03_3221271,"[43, 62, 44, 37, 90]","[12, 72, 48, 60, 96]"
ESPORTSTMNT03_3221276,"[1, 87, 44, 37, 90]","[43, 72, 99, 4, 77]"
ESPORTSTMNT03_3221359,"[12, 2, 89, 74, 41]","[43, 62, 81, 24, 5]"
ESPORTSTMNT03_3221363,"[43, 62, 53, 74, 25]","[22, 72, 71, 20, 79]"
ESPORTSTMNT03_3221364,"[12, 7, 89, 37, 38]","[1, 6, 44, 75, 96]"
ESPORTSTMNT03_3221368,"[22, 91, 89, 37, 41]","[43, 87, 158, 9, 90]"
ESPORTSTMNT03_3221369,"[43, 72, 29, 37, 51]","[55, 62, 71, 4, 5]"
